id,date,user,pc,filename,content
FIL-100623,2024-03-12 14:31:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100624,2024-03-12 12:24:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100625,2024-03-12 10:26:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100626,2024-03-12 10:18:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100627,2024-03-12 14:40:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100637,2024-03-12 15:41:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100638,2024-03-12 12:25:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100639,2024-03-12 09:29:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100640,2024-03-12 12:28:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100641,2024-03-12 11:11:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100652,2024-03-12 15:25:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100653,2024-03-12 14:35:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100654,2024-03-12 12:39:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100655,2024-03-12 12:39:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100656,2024-03-12 13:52:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100657,2024-03-12 12:12:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100670,2024-03-12 10:35:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100671,2024-03-12 09:36:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100672,2024-03-12 14:27:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100673,2024-03-12 10:32:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100683,2024-03-12 13:10:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100684,2024-03-12 13:57:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100685,2024-03-12 09:30:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100686,2024-03-12 13:24:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100687,2024-03-12 09:53:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100688,2024-03-12 12:52:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100701,2024-03-12 13:38:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100702,2024-03-12 12:12:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100703,2024-03-12 09:39:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100704,2024-03-12 10:18:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100705,2024-03-12 15:50:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100706,2024-03-12 15:36:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100715,2024-03-13 11:46:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100716,2024-03-13 12:28:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100717,2024-03-13 15:11:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100729,2024-03-13 10:20:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100730,2024-03-13 15:35:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100731,2024-03-13 15:32:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100732,2024-03-13 10:33:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100733,2024-03-13 11:55:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100734,2024-03-13 14:22:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100746,2024-03-13 14:38:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100747,2024-03-13 12:12:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100748,2024-03-13 13:16:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100761,2024-03-13 11:37:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100762,2024-03-13 10:48:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100763,2024-03-13 10:22:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100764,2024-03-13 09:23:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100773,2024-03-13 11:21:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100774,2024-03-13 15:56:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100775,2024-03-13 10:51:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100785,2024-03-13 10:35:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100786,2024-03-13 13:23:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100787,2024-03-13 11:32:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100788,2024-03-13 09:12:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100801,2024-03-14 11:36:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100802,2024-03-14 14:24:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100803,2024-03-14 12:57:00,USER_BENIGN_ALICE,PC-ALI-01,C:\Users\USER_BENIGN_ALICE\Documents\report.docx,normal
FIL-100816,2024-03-14 13:26:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100817,2024-03-14 11:45:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100818,2024-03-14 14:47:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100819,2024-03-14 15:36:00,USER_INSIDER_MALORY,PC-MAL-01,C:\Users\USER_INSIDER_MALORY\Documents\report.docx,normal
FIL-100833,2024-03-14 15:54:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100834,2024-03-14 13:13:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100835,2024-03-14 10:27:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100836,2024-03-14 11:29:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100837,2024-03-14 13:58:00,USER_INSIDER_BOB,PC-BOB-01,C:\Users\USER_INSIDER_BOB\Documents\report.docx,normal
FIL-100846,2024-03-14 13:16:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100847,2024-03-14 14:33:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100848,2024-03-14 12:53:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100849,2024-03-14 11:44:00,USER_PEER_CHARLIE,PC-CHA-01,C:\Users\USER_PEER_CHARLIE\Documents\report.docx,normal
FIL-100860,2024-03-14 13:41:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100861,2024-03-14 12:24:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100862,2024-03-14 11:46:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100863,2024-03-14 13:17:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100864,2024-03-14 14:26:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100865,2024-03-14 11:20:00,USER_PEER_DIANA,PC-DIA-01,C:\Users\USER_PEER_DIANA\Documents\report.docx,normal
FIL-100877,2024-03-14 15:23:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100878,2024-03-14 14:12:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100879,2024-03-14 09:30:00,USER_PEER_EDWARD,PC-EDW-01,C:\Users\USER_PEER_EDWARD\Documents\report.docx,normal
FIL-100924,2024-03-19 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_0.bin,proprietary_code
FIL-100925,2024-03-19 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_1.bin,proprietary_code
FIL-100926,2024-03-19 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_2.bin,proprietary_code
FIL-100927,2024-03-19 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_3.bin,proprietary_code
FIL-100928,2024-03-19 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_4.bin,proprietary_code
FIL-100929,2024-03-19 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_5.bin,proprietary_code
FIL-100930,2024-03-19 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_6.bin,proprietary_code
FIL-100931,2024-03-19 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_7.bin,proprietary_code
FIL-100932,2024-03-19 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_8.bin,proprietary_code
FIL-100933,2024-03-19 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_9.bin,proprietary_code
FIL-100934,2024-03-19 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_10.bin,proprietary_code
FIL-100935,2024-03-19 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_11.bin,proprietary_code
FIL-100936,2024-03-19 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_12.bin,proprietary_code
FIL-100937,2024-03-19 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_13.bin,proprietary_code
FIL-100938,2024-03-19 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_14.bin,proprietary_code
FIL-100939,2024-03-19 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_15.bin,proprietary_code
FIL-100940,2024-03-19 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_16.bin,proprietary_code
FIL-100941,2024-03-19 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_17.bin,proprietary_code
FIL-100942,2024-03-19 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_18.bin,proprietary_code
FIL-100943,2024-03-19 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_19.bin,proprietary_code
FIL-100944,2024-03-19 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_20.bin,proprietary_code
FIL-100945,2024-03-19 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_21.bin,proprietary_code
FIL-100946,2024-03-19 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_22.bin,proprietary_code
FIL-100947,2024-03-19 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_23.bin,proprietary_code
FIL-100948,2024-03-19 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_24.bin,proprietary_code
FIL-100949,2024-03-19 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_25.bin,proprietary_code
FIL-100950,2024-03-19 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_26.bin,proprietary_code
FIL-100951,2024-03-19 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_27.bin,proprietary_code
FIL-100952,2024-03-19 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_28.bin,proprietary_code
FIL-100953,2024-03-19 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_29.bin,proprietary_code
FIL-100954,2024-03-19 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_30.bin,proprietary_code
FIL-100955,2024-03-19 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_31.bin,proprietary_code
FIL-100956,2024-03-19 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_32.bin,proprietary_code
FIL-100957,2024-03-19 02:36:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_33.bin,proprietary_code
FIL-100958,2024-03-19 02:36:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_34.bin,proprietary_code
FIL-100970,2024-03-20 02:00:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_0.dump,db_replica
FIL-100971,2024-03-20 02:01:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_1.dump,db_replica
FIL-100972,2024-03-20 02:02:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_2.dump,db_replica
FIL-100973,2024-03-20 02:03:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_3.dump,db_replica
FIL-100974,2024-03-20 02:04:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_4.dump,db_replica
FIL-100975,2024-03-20 02:05:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_5.dump,db_replica
FIL-100976,2024-03-20 02:06:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_6.dump,db_replica
FIL-100977,2024-03-20 02:07:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_7.dump,db_replica
FIL-100978,2024-03-20 02:08:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_8.dump,db_replica
FIL-100979,2024-03-20 02:09:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_9.dump,db_replica
FIL-100980,2024-03-20 02:10:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_10.dump,db_replica
FIL-100981,2024-03-20 02:11:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_11.dump,db_replica
FIL-100982,2024-03-20 02:12:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_12.dump,db_replica
FIL-100983,2024-03-20 02:13:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_13.dump,db_replica
FIL-100984,2024-03-20 02:14:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_14.dump,db_replica
FIL-100985,2024-03-20 02:15:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_15.dump,db_replica
FIL-100986,2024-03-20 02:16:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_16.dump,db_replica
FIL-100987,2024-03-20 02:17:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_17.dump,db_replica
FIL-100988,2024-03-20 02:18:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_18.dump,db_replica
FIL-100989,2024-03-20 02:19:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_19.dump,db_replica
FIL-100990,2024-03-20 02:20:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_20.dump,db_replica
FIL-100991,2024-03-20 02:21:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_21.dump,db_replica
FIL-100992,2024-03-20 02:22:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_22.dump,db_replica
FIL-100993,2024-03-20 02:23:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_23.dump,db_replica
FIL-100994,2024-03-20 02:24:10,USER_BENIGN_ALICE,PC-ALI-01,E:\db-prod-replica\shard_24.dump,db_replica
FIL-101013,2024-03-20 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_0.bin,proprietary_code
FIL-101014,2024-03-20 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_1.bin,proprietary_code
FIL-101015,2024-03-20 02:25:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_2.bin,proprietary_code
FIL-101016,2024-03-20 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_3.bin,proprietary_code
FIL-101017,2024-03-20 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_4.bin,proprietary_code
FIL-101018,2024-03-20 02:26:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_5.bin,proprietary_code
FIL-101019,2024-03-20 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_6.bin,proprietary_code
FIL-101020,2024-03-20 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_7.bin,proprietary_code
FIL-101021,2024-03-20 02:27:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_8.bin,proprietary_code
FIL-101022,2024-03-20 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_9.bin,proprietary_code
FIL-101023,2024-03-20 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_10.bin,proprietary_code
FIL-101024,2024-03-20 02:28:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_11.bin,proprietary_code
FIL-101025,2024-03-20 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_12.bin,proprietary_code
FIL-101026,2024-03-20 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_13.bin,proprietary_code
FIL-101027,2024-03-20 02:29:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_14.bin,proprietary_code
FIL-101028,2024-03-20 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_15.bin,proprietary_code
FIL-101029,2024-03-20 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_16.bin,proprietary_code
FIL-101030,2024-03-20 02:30:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_17.bin,proprietary_code
FIL-101031,2024-03-20 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_18.bin,proprietary_code
FIL-101032,2024-03-20 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_19.bin,proprietary_code
FIL-101033,2024-03-20 02:31:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_20.bin,proprietary_code
FIL-101034,2024-03-20 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_21.bin,proprietary_code
FIL-101035,2024-03-20 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_22.bin,proprietary_code
FIL-101036,2024-03-20 02:32:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_23.bin,proprietary_code
FIL-101037,2024-03-20 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_24.bin,proprietary_code
FIL-101038,2024-03-20 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_25.bin,proprietary_code
FIL-101039,2024-03-20 02:33:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_26.bin,proprietary_code
FIL-101040,2024-03-20 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_27.bin,proprietary_code
FIL-101041,2024-03-20 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_28.bin,proprietary_code
FIL-101042,2024-03-20 02:34:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_29.bin,proprietary_code
FIL-101043,2024-03-20 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_30.bin,proprietary_code
FIL-101044,2024-03-20 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_31.bin,proprietary_code
FIL-101045,2024-03-20 02:35:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_32.bin,proprietary_code
FIL-101046,2024-03-20 02:36:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_33.bin,proprietary_code
FIL-101047,2024-03-20 02:36:00,USER_INSIDER_MALORY,PC-MAL-01,E:\Exfil\Firmware_Source_v4_secret_34.bin,proprietary_code
FIL-101052,2024-03-20 02:10:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_0.ntds,hash_dump
FIL-101053,2024-03-20 02:11:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_1.ntds,hash_dump
FIL-101054,2024-03-20 02:12:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_2.ntds,hash_dump
FIL-101055,2024-03-20 02:13:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_3.ntds,hash_dump
FIL-101056,2024-03-20 02:14:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_4.ntds,hash_dump
FIL-101057,2024-03-20 02:15:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_5.ntds,hash_dump
FIL-101058,2024-03-20 02:16:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_6.ntds,hash_dump
FIL-101059,2024-03-20 02:17:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_7.ntds,hash_dump
FIL-101060,2024-03-20 02:18:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_8.ntds,hash_dump
FIL-101061,2024-03-20 02:19:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_9.ntds,hash_dump
FIL-101062,2024-03-20 02:20:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_10.ntds,hash_dump
FIL-101063,2024-03-20 02:21:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_11.ntds,hash_dump
FIL-101064,2024-03-20 02:22:00,USER_INSIDER_BOB,PC-BOB-01,E:\Backup_Dump\ActiveDirectory_Hashes_12.ntds,hash_dump
